CHROM	TYPE	START	END	STRAND	transcript_id	gene_id	gene_type	gene_name
10	gene	93224335	93224465	-	ENSG00000271385.1	ENSG00000271385.1	pseudogene	RP11-108M11.3
10	gene	93304609	93304855	+	ENSG00000223876.1	ENSG00000223876.1	pseudogene	RPS27P1
10	gene	93388199	93392811	-	ENSG00000119938.8	ENSG00000119938.8	protein_coding	PPP1R3C
10	gene	95326422	95364237	+	ENSG00000186188.6	ENSG00000186188.6	protein_coding	FFAR4
10	gene	95351444	95361501	-	ENSG00000138207.8	ENSG00000138207.8	protein_coding	RBP4
10	gene	95368343	95368456	+	ENSG00000221352.1	ENSG00000221352.1	miRNA	AL356214.1
10	gene	95372345	95425767	+	ENSG00000095464.9	ENSG00000095464.9	protein_coding	PDE6C
10	gene	95427640	95462329	-	ENSG00000148690.10	ENSG00000148690.10	protein_coding	FRA10AC1
10	gene	95517566	95557916	+	ENSG00000108231.7	ENSG00000108231.7	protein_coding	LGI1
10	gene	95641050	95641695	-	ENSG00000227995.1	ENSG00000227995.1	pseudogene	RAB11AP1
10	gene	95653730	95715819	+	ENSG00000176273.10	ENSG00000176273.10	protein_coding	SLC35G1
10	gene	95717948	95721297	-	ENSG00000180764.11	ENSG00000180764.11	pseudogene	PIPSL
10	gene	95753746	96092580	+	ENSG00000138193.10	ENSG00000138193.10	protein_coding	PLCE1
10	gene	95806795	95806882	-	ENSG00000252895.1	ENSG00000252895.1	misc_RNA	RNY4P26
10	gene	95841707	95868571	-	ENSG00000232913.3	ENSG00000232913.3	antisense	RP11-429H9.4
10	gene	95868873	95880864	+	ENSG00000231575.1	ENSG00000231575.1	sense_intronic	RP11-162K11.4
10	gene	95897505	95899257	+	ENSG00000234724.1	ENSG00000234724.1	pseudogene	HDAC1P1
10	gene	95915396	95915502	-	ENSG00000206631.1	ENSG00000206631.1	snRNA	RNU6-657P
10	gene	95984917	95987045	-	ENSG00000228553.1	ENSG00000228553.1	antisense	RP11-391J2.3
10	gene	96039034	96046828	-	ENSG00000268894.2	ENSG00000268894.2	antisense	PLCE1-AS1
10	gene	96074664	96075084	-	ENSG00000273450.1	ENSG00000273450.1	antisense	RP11-76P2.4
10	gene	96075004	96122716	-	ENSG00000173145.7	ENSG00000173145.7	protein_coding	NOC3L
10	gene	96162261	96295687	+	ENSG00000108239.8	ENSG00000108239.8	protein_coding	TBC1D12
10	gene	102047903	102090243	-	ENSG00000107593.15	ENSG00000107593.15	protein_coding	PKD2L1
10	gene	102095320	102106147	-	ENSG00000231188.1	ENSG00000231188.1	antisense	RP11-34D15.2
10	gene	102106881	102124591	+	ENSG00000099194.5	ENSG00000099194.5	protein_coding	SCD
10	gene	102121397	102123376	+	ENSG00000256545.1	ENSG00000256545.1	pseudogene	AL139819.1
10	gene	102133372	102143125	+	ENSG00000235823.1	ENSG00000235823.1	processed_transcript	LINC00263
10	gene	102158109	102158203	-	ENSG00000212325.1	ENSG00000212325.1	misc_RNA	Y_RNA
10	gene	102172691	102173178	+	ENSG00000273030.1	ENSG00000273030.1	lincRNA	RP11-285F16.1
10	gene	102222798	102243501	+	ENSG00000075290.7	ENSG00000075290.7	protein_coding	WNT8B
10	gene	102246399	102289628	-	ENSG00000075826.12	ENSG00000075826.12	protein_coding	SEC31B
10	gene	102265385	102289638	-	ENSG00000255339.2	ENSG00000255339.2	protein_coding	NDUFB8
10	gene	102267203	102289757	-	ENSG00000166136.11	ENSG00000166136.11	protein_coding	NDUFB8
10	gene	102288829	102319755	+	ENSG00000166135.9	ENSG00000166135.9	protein_coding	HIF1AN
10	gene	102495360	102589698	+	ENSG00000075891.17	ENSG00000075891.17	protein_coding	PAX2
10	gene	102666931	102667037	-	ENSG00000222072.1	ENSG00000222072.1	misc_RNA	Y_RNA
10	gene	102670860	102672496	-	ENSG00000272572.1	ENSG00000272572.1	antisense	RP11-179B2.2
10	gene	102672326	102724893	+	ENSG00000119906.7	ENSG00000119906.7	protein_coding	FAM178A
10	gene	102727445	102727892	+	ENSG00000273476.1	ENSG00000273476.1	lincRNA	RP11-108L7.14
10	gene	102729215	102747272	-	ENSG00000055950.12	ENSG00000055950.12	protein_coding	MRPL43
10	gene	102729275	102745628	+	ENSG00000095539.11	ENSG00000095539.11	protein_coding	SEMA4G
10	gene	102734742	102734841	+	ENSG00000207551.1	ENSG00000207551.1	miRNA	MIR608
10	gene	102740264	102745371	-	ENSG00000236662.1	ENSG00000236662.1	antisense	RP11-108L7.4
10	gene	102747124	102754158	+	ENSG00000107815.3	ENSG00000107815.3	protein_coding	C10orf2
10	gene	102756375	102767593	+	ENSG00000107816.13	ENSG00000107816.13	protein_coding	LZTS2
10	gene	102767440	102790890	-	ENSG00000186862.13	ENSG00000186862.13	protein_coding	PDZD7
10	gene	102790991	102800998	+	ENSG00000107819.9	ENSG00000107819.9	protein_coding	SFXN3
10	gene	102819786	102820762	-	ENSG00000273162.1	ENSG00000273162.1	lincRNA	RP11-108L7.15
10	gene	102821598	102827888	+	ENSG00000107821.10	ENSG00000107821.10	protein_coding	KAZALD1
10	gene	102849078	102890883	-	ENSG00000236311.2	ENSG00000236311.2	protein_coding	TLX1NB
10	gene	102882536	102883624	+	ENSG00000269259.1	ENSG00000269259.1	protein_coding	HUG1
10	gene	102889257	102897545	+	ENSG00000107807.8	ENSG00000107807.8	protein_coding	TLX1
10	gene	102896232	102899468	-	ENSG00000226740.1	ENSG00000226740.1	antisense	RP11-31L23.3
10	gene	102936080	102953904	+	ENSG00000237579.2	ENSG00000237579.2	lincRNA	RP11-324L3.1
10	gene	102940901	102941708	-	ENSG00000270973.1	ENSG00000270973.1	pseudogene	RP11-324L3.5
10	gene	102986733	102989551	-	ENSG00000138136.5	ENSG00000138136.5	protein_coding	LBX1
10	gene	102989351	103029905	+	ENSG00000227128.3	ENSG00000227128.3	antisense	LBX1-AS1
10	gene	103012578	103023307	-	ENSG00000229649.1	ENSG00000229649.1	lincRNA	RP11-107I14.4
10	gene	103027694	103027765	-	ENSG00000252844.1	ENSG00000252844.1	snoRNA	SNORD112
10	gene	103067286	103067475	+	ENSG00000222238.1	ENSG00000222238.1	snRNA	RNU2-43P
10	gene	129347613	129350935	+	ENSG00000214285.1	ENSG00000214285.1	protein_coding	NPS
10	gene	129534323	129534969	-	ENSG00000188722.1	ENSG00000188722.1	pseudogene	AL391005.1
10	gene	129535499	129539450	+	ENSG00000186766.7	ENSG00000186766.7	protein_coding	FOXI2
10	gene	129666145	129666751	+	ENSG00000270778.1	ENSG00000270778.1	pseudogene	RP11-31A20.1
10	gene	129676105	129691211	-	ENSG00000180745.4	ENSG00000180745.4	protein_coding	CLRN3
10	gene	129705325	129884119	+	ENSG00000132334.12	ENSG00000132334.12	protein_coding	PTPRE
10	gene	129727640	129732781	-	ENSG00000232259.1	ENSG00000232259.1	lincRNA	RP11-4C20.3
10	gene	129732962	129734431	+	ENSG00000227076.1	ENSG00000227076.1	sense_intronic	RP11-4C20.4
10	gene	129894923	129924649	-	ENSG00000148773.8	ENSG00000148773.8	protein_coding	MKI67
10	gene	130114546	130118478	-	ENSG00000234640.1	ENSG00000234640.1	lincRNA	RP11-264E18.1
11	gene	16799842	17035990	-	ENSG00000166689.10	ENSG00000166689.10	protein_coding	PLEKHA7
11	gene	16863800	16864134	+	ENSG00000199883.1	ENSG00000199883.1	misc_RNA	RN7SKP90
11	gene	16995968	16996035	-	ENSG00000251928.1	ENSG00000251928.1	snRNA	RNU6-585P
11	gene	16996240	16996560	-	ENSG00000244398.1	ENSG00000244398.1	pseudogene	RP11-466H18.1
11	gene	17029425	17029515	-	ENSG00000266493.1	ENSG00000266493.1	miRNA	AC116533.3
11	gene	17035545	17074583	+	ENSG00000184669.6	ENSG00000184669.6	pseudogene	OR7E14P
11	gene	17076459	17076554	+	ENSG00000264378.1	ENSG00000264378.1	miRNA	AC116533.2
11	gene	17095499	17095582	+	ENSG00000221322.1	ENSG00000221322.1	miRNA	AC116533.1
11	gene	17095936	17099334	-	ENSG00000110700.2	ENSG00000110700.2	protein_coding	RPS13
11	gene	17096201	17096291	-	ENSG00000272034.1	ENSG00000272034.1	snoRNA	SNORD14A
11	gene	17097326	17097415	-	ENSG00000201403.1	ENSG00000201403.1	snoRNA	SNORD14B
11	gene	17099277	17229530	-	ENSG00000011405.9	ENSG00000011405.9	protein_coding	PIK3C2A
11	gene	17137199	17137310	-	ENSG00000201586.1	ENSG00000201586.1	snRNA	RNU6-593P
11	gene	17159523	17159812	-	ENSG00000240808.1	ENSG00000240808.1	pseudogene	CTD-3236F5.1
11	gene	17215036	17215855	+	ENSG00000213779.4	ENSG00000213779.4	pseudogene	RP11-452G18.1
11	gene	17229700	17371521	+	ENSG00000070081.11	ENSG00000070081.11	protein_coding	NUCB2
11	gene	17249817	17250698	+	ENSG00000197149.4	ENSG00000197149.4	pseudogene	RP11-452G18.2
11	gene	18471659	18472415	-	ENSG00000256734.1	ENSG00000256734.1	pseudogene	RP11-613F22.7
11	gene	18477371	18501147	+	ENSG00000166800.5	ENSG00000166800.5	protein_coding	LDHAL6A
11	gene	18489883	18548779	-	ENSG00000074319.8	ENSG00000074319.8	protein_coding	TSG101
11	gene	18511790	18512502	-	ENSG00000256464.1	ENSG00000256464.1	pseudogene	RP11-613F22.5
11	gene	18529155	18530367	-	ENSG00000256588.1	ENSG00000256588.1	sense_intronic	RP11-613F22.8
11	gene	18532590	18533022	-	ENSG00000256361.1	ENSG00000256361.1	pseudogene	RP11-613F22.6
11	gene	18551156	18610294	-	ENSG00000151116.12	ENSG00000151116.12	protein_coding	UEVLD
11	gene	18617006	18621230	-	ENSG00000256282.1	ENSG00000256282.1	pseudogene	RP11-504G3.4
11	gene	18621334	18631802	+	ENSG00000247595.2	ENSG00000247595.2	processed_transcript	SPTY2D1-AS1
11	gene	18627948	18656338	-	ENSG00000179119.10	ENSG00000179119.10	protein_coding	SPTY2D1
11	gene	18686597	18687095	+	ENSG00000257043.1	ENSG00000257043.1	pseudogene	RP11-137N23.1
11	gene	18714669	18726332	+	ENSG00000151117.4	ENSG00000151117.4	protein_coding	TMEM86A
11	gene	18725852	18747777	-	ENSG00000179057.9	ENSG00000179057.9	protein_coding	IGSF22
11	gene	18728084	18762115	+	ENSG00000254966.1	ENSG00000254966.1	antisense	RP11-1081L13.4
11	gene	18749475	18814268	-	ENSG00000110786.13	ENSG00000110786.13	protein_coding	PTPN5
11	gene	18825955	18826033	-	ENSG00000265940.1	ENSG00000265940.1	miRNA	AC103974.1
11	gene	18885105	18886056	-	ENSG00000254529.1	ENSG00000254529.1	pseudogene	RP11-583F24.7
11	gene	18892536	18895009	-	ENSG00000255511.1	ENSG00000255511.1	pseudogene	RP11-1081L13.3
11	gene	18908480	18909467	-	ENSG00000254541.1	ENSG00000254541.1	pseudogene	RP11-583F24.6
11	gene	18931983	18932943	-	ENSG00000255536.1	ENSG00000255536.1	pseudogene	RP11-583F24.5
11	gene	18955360	18961054	-	ENSG00000170255.6	ENSG00000170255.6	protein_coding	MRGPRX1
11	gene	18956532	18961268	+	ENSG00000255244.1	ENSG00000255244.1	antisense	RP11-583F24.8
11	gene	64781585	64789656	+	ENSG00000213465.3	ENSG00000213465.3	protein_coding	ARL2
11	gene	64781654	64808042	+	ENSG00000273003.1	ENSG00000273003.1	protein_coding	RP11-399J13.3
11	gene	64792862	64793987	-	ENSG00000270775.1	ENSG00000270775.1	pseudogene	AP000436.4
11	gene	64794880	64808044	+	ENSG00000110025.8	ENSG00000110025.8	protein_coding	SNX15
11	gene	64808373	64812300	+	ENSG00000168061.9	ENSG00000168061.9	protein_coding	SAC3D1
11	gene	64812290	64826021	-	ENSG00000168060.10	ENSG00000168060.10	protein_coding	NAALADL1
11	gene	64817249	64817511	-	ENSG00000266123.1	ENSG00000266123.1	misc_RNA	RN7SL114P
11	gene	64833772	64851636	-	ENSG00000146670.5	ENSG00000146670.5	protein_coding	CDCA5
11	gene	64851695	64855870	+	ENSG00000162300.7	ENSG00000162300.7	protein_coding	ZFPL1
11	gene	64852451	64856847	-	ENSG00000187066.4	ENSG00000187066.4	protein_coding	AP003068.6
11	gene	64856796	64879332	+	ENSG00000149823.3	ENSG00000149823.3	protein_coding	VPS51
11	gene	64878186	64879167	-	ENSG00000254501.1	ENSG00000254501.1	antisense	AP003068.9
11	gene	64879317	64883856	+	ENSG00000149809.10	ENSG00000149809.10	protein_coding	TM7SF2
11	gene	64883875	64885170	-	ENSG00000174276.5	ENSG00000174276.5	protein_coding	ZNHIT2
11	gene	64884629	64884930	+	ENSG00000255173.1	ENSG00000255173.1	antisense	AP003068.12
11	gene	64888100	64889945	-	ENSG00000149806.6	ENSG00000149806.6	protein_coding	FAU
11	gene	64889252	64902004	-	ENSG00000162298.12	ENSG00000162298.12	protein_coding	SYVN1
11	gene	64889655	64894843	+	ENSG00000149792.4	ENSG00000149792.4	protein_coding	MRPL49
11	gene	64913162	64913443	-	ENSG00000254455.1	ENSG00000254455.1	pseudogene	HIGD1AP10
11	gene	64915055	64915249	+	ENSG00000222477.1	ENSG00000222477.1	snRNA	RNU2-23P
11	gene	64927665	64927853	-	ENSG00000255058.1	ENSG00000255058.1	pseudogene	AP003068.17
11	gene	64937625	64940715	+	ENSG00000204710.2	ENSG00000204710.2	protein_coding	SPDYC
11	gene	64941588	64943941	-	ENSG00000255200.1	ENSG00000255200.1	pseudogene	AP003068.18
11	gene	64942506	64942973	-	ENSG00000249251.1	ENSG00000249251.1	pseudogene	PGAM1P8
11	gene	64945077	64949305	-	ENSG00000254614.1	ENSG00000254614.1	protein_coding	AP003068.23
11	gene	64948037	64979477	+	ENSG00000014216.11	ENSG00000014216.11	protein_coding	CAPN1
11	gene	64981311	65010228	+	ENSG00000197847.8	ENSG00000197847.8	pseudogene	SLC22A20
11	gene	65029233	65073060	+	ENSG00000014138.4	ENSG00000014138.4	protein_coding	POLA2
11	gene	65082289	65089900	+	ENSG00000149798.3	ENSG00000149798.3	protein_coding	CDC42EP2
11	gene	65101225	65120720	+	ENSG00000133884.5	ENSG00000133884.5	protein_coding	DPF2
11	gene	65122238	65125084	+	ENSG00000173825.6	ENSG00000173825.6	protein_coding	TIGD3
11	gene	65134909	65142770	+	ENSG00000255478.1	ENSG00000255478.1	antisense	RP11-867O8.5
11	gene	65142663	65151172	-	ENSG00000162241.8	ENSG00000162241.8	protein_coding	SLC25A45
11	gene	65154070	65180996	+	ENSG00000126391.9	ENSG00000126391.9	protein_coding	FRMD8
11	gene	65190245	65213011	+	ENSG00000245532.4	ENSG00000245532.4	lincRNA	NEAT1
11	gene	65222728	65234028	+	ENSG00000173727.7	ENSG00000173727.7	protein_coding	AP000769.1
11	gene	65265233	65273940	+	ENSG00000251562.3	ENSG00000251562.3	lincRNA	MALAT1
11	gene	65265481	65265876	-	ENSG00000270117.1	ENSG00000270117.1	lincRNA	AP000769.7
11	gene	65281874	65282394	-	ENSG00000270526.1	ENSG00000270526.1	pseudogene	AP000769.8
11	gene	65292548	65306175	+	ENSG00000142186.12	ENSG00000142186.12	protein_coding	SCYL1
11	gene	65306276	65326401	-	ENSG00000168056.10	ENSG00000168056.10	protein_coding	LTBP3
11	gene	65337131	65337744	-	ENSG00000260233.2	ENSG00000260233.2	antisense	SSSCA1-AS1
11	gene	65337901	65341413	+	ENSG00000173465.3	ENSG00000173465.3	protein_coding	SSSCA1
11	gene	65339820	65341669	+	ENSG00000176973.7	ENSG00000176973.7	protein_coding	FAM89B
11	gene	65343509	65360121	+	ENSG00000173442.7	ENSG00000173442.7	protein_coding	EHBP1L1
11	gene	65358665	65359947	-	ENSG00000269018.1	ENSG00000269018.1	protein_coding	AP001362.1
11	gene	65360326	65363467	-	ENSG00000173338.8	ENSG00000173338.8	protein_coding	KCNK7
11	gene	65365226	65382853	-	ENSG00000173327.3	ENSG00000173327.3	protein_coding	MAP3K11
11	gene	65383244	65404910	+	ENSG00000197136.4	ENSG00000197136.4	protein_coding	PCNXL3
11	gene	65403781	65403840	+	ENSG00000266041.1	ENSG00000266041.1	miRNA	MIR4690
11	gene	65405568	65418401	+	ENSG00000213445.4	ENSG00000213445.4	protein_coding	SIPA1
11	gene	65416663	65416724	+	ENSG00000265874.1	ENSG00000265874.1	miRNA	MIR4489
11	gene	65421067	65430565	-	ENSG00000173039.14	ENSG00000173039.14	protein_coding	RELA
11	gene	65463006	65463306	+	ENSG00000239356.2	ENSG00000239356.2	misc_RNA	RN7SL309P
11	gene	65479467	65487075	+	ENSG00000172977.8	ENSG00000172977.8	protein_coding	KAT5
11	gene	65482367	65488418	-	ENSG00000172922.4	ENSG00000172922.4	protein_coding	RNASEH2C
11	gene	65494410	65495685	+	ENSG00000214659.4	ENSG00000214659.4	pseudogene	KRT8P26
11	gene	65513200	65539056	+	ENSG00000255557.1	ENSG00000255557.1	lincRNA	RP11-770G2.2
11	gene	65543364	65548273	-	ENSG00000254470.2	ENSG00000254470.2	protein_coding	AP5B1
11	gene	65545092	65547316	-	ENSG00000175827.2	ENSG00000175827.2	pseudogene	AP001266.1
11	gene	65554493	65564690	+	ENSG00000172818.5	ENSG00000172818.5	protein_coding	OVOL1
11	gene	65556522	65558339	-	ENSG00000255120.1	ENSG00000255120.1	antisense	RP11-770G2.4
11	gene	65563417	65564690	-	ENSG00000255404.1	ENSG00000255404.1	antisense	RP11-770G2.5
11	gene	65590493	65629497	-	ENSG00000172757.8	ENSG00000172757.8	protein_coding	CFL1
11	gene	65601112	65624367	+	ENSG00000172803.13	ENSG00000172803.13	protein_coding	SNX32
11	gene	65624597	65635124	+	ENSG00000172732.7	ENSG00000172732.7	protein_coding	MUS81
11	gene	65633912	65641063	-	ENSG00000172638.8	ENSG00000172638.8	protein_coding	EFEMP2
11	gene	65647280	65651212	+	ENSG00000172543.3	ENSG00000172543.3	protein_coding	CTSW
11	gene	65651212	65656010	-	ENSG00000172500.8	ENSG00000172500.8	protein_coding	FIBP
11	gene	65657875	65659105	+	ENSG00000175602.2	ENSG00000175602.2	protein_coding	CCDC85B
11	gene	65659520	65668044	-	ENSG00000175592.4	ENSG00000175592.4	protein_coding	FOSL1
11	gene	65684279	65686588	-	ENSG00000175573.6	ENSG00000175573.6	protein_coding	C11orf68
11	gene	65686728	65689032	+	ENSG00000175550.3	ENSG00000175550.3	protein_coding	DRAP1
11	gene	65712916	65727434	+	ENSG00000175513.5	ENSG00000175513.5	polymorphic_pseudogene	TSGA10IP
11	gene	65729160	65747299	+	ENSG00000175467.10	ENSG00000175467.10	protein_coding	SART1
11	gene	65751150	65751802	-	ENSG00000254867.1	ENSG00000254867.1	pseudogene	RP11-1167A19.6
11	gene	65764016	65769647	-	ENSG00000175376.4	ENSG00000175376.4	protein_coding	EIF1AD
11	gene	65769550	65771620	+	ENSG00000175334.3	ENSG00000175334.3	protein_coding	BANF1
12	gene	861759	1020618	+	ENSG00000060237.12	ENSG00000060237.12	protein_coding	WNK1
12	gene	890299	890424	+	ENSG00000221439.1	ENSG00000221439.1	snRNA	RNU4ATAC16P
12	gene	1021243	1099219	-	ENSG00000002016.12	ENSG00000002016.12	protein_coding	RAD52
12	gene	1083299	1100356	-	ENSG00000250132.2	ENSG00000250132.2	antisense	RP11-359B12.2
12	gene	1099675	1605099	+	ENSG00000082805.15	ENSG00000082805.15	protein_coding	ERC1
12	gene	1119501	1119792	+	ENSG00000265997.1	ENSG00000265997.1	misc_RNA	RN7SL852P
12	gene	1489226	1500668	-	ENSG00000249028.2	ENSG00000249028.2	antisense	RP5-951N9.1
12	gene	1494999	1496153	+	ENSG00000267285.1	ENSG00000267285.1	sense_intronic	RP5-951N9.2
12	gene	1609691	1616484	-	ENSG00000249628.2	ENSG00000249628.2	lincRNA	LINC00942
12	gene	1639057	1756409	+	ENSG00000111186.8	ENSG00000111186.8	protein_coding	WNT5B
12	gene	1675159	1703331	-	ENSG00000171823.6	ENSG00000171823.6	protein_coding	FBXL14
12	gene	1769481	1769546	-	ENSG00000266043.1	ENSG00000266043.1	miRNA	MIR3649
12	gene	1797740	1897844	+	ENSG00000006831.9	ENSG00000006831.9	protein_coding	ADIPOR2
12	gene	1804996	1807210	-	ENSG00000271500.1	ENSG00000271500.1	pseudogene	RP11-288K12.1
12	gene	1866397	1867177	-	ENSG00000243663.1	ENSG00000243663.1	pseudogene	RPS4XP14
12	gene	1901123	2028002	-	ENSG00000151062.10	ENSG00000151062.10	protein_coding	CACNA2D4
12	gene	1929433	1945918	+	ENSG00000166159.6	ENSG00000166159.6	protein_coding	LRTM2
12	gene	2027117	2032033	+	ENSG00000256706.1	ENSG00000256706.1	antisense	RP5-1096D14.3
12	gene	2038368	2045740	-	ENSG00000235049.1	ENSG00000235049.1	lincRNA	LINC00940
12	gene	2055220	2113701	-	ENSG00000151065.9	ENSG00000151065.9	protein_coding	DCP1B
12	gene	2079952	2802108	+	ENSG00000151067.16	ENSG00000151067.16	protein_coding	CACNA1C
12	gene	2113832	2120558	+	ENSG00000203593.3	ENSG00000203593.3	antisense	RP5-1096D14.6
12	gene	2127379	2129698	+	ENSG00000256837.1	ENSG00000256837.1	sense_intronic	CACNA1C-IT1
12	gene	2157518	2158629	+	ENSG00000256257.1	ENSG00000256257.1	sense_intronic	CACNA1C-IT2
12	gene	2329703	2332645	-	ENSG00000256025.1	ENSG00000256025.1	antisense	CACNA1C-AS4
12	gene	2378942	2398103	+	ENSG00000256721.1	ENSG00000256721.1	sense_intronic	CACNA1C-IT3
12	gene	2712516	2716606	-	ENSG00000256769.1	ENSG00000256769.1	antisense	CACNA1C-AS3
12	gene	2769103	2770135	+	ENSG00000203648.3	ENSG00000203648.3	pseudogene	AC007618.3
12	gene	2777666	2781386	-	ENSG00000256271.1	ENSG00000256271.1	antisense	CACNA1C-AS2
12	gene	2785167	2800366	-	ENSG00000246627.2	ENSG00000246627.2	antisense	CACNA1C-AS1
12	gene	2851792	2881074	-	ENSG00000256150.1	ENSG00000256150.1	lincRNA	RP11-885B4.1
12	gene	2861763	2862298	-	ENSG00000256902.1	ENSG00000256902.1	pseudogene	RP11-986G18.1
12	gene	2870366	2879621	-	ENSG00000255669.1	ENSG00000255669.1	lincRNA	RP11-885B4.2
12	gene	2891070	2891537	+	ENSG00000224438.3	ENSG00000224438.3	pseudogene	RP4-816N1.1
12	gene	2896097	2903461	-	ENSG00000256030.1	ENSG00000256030.1	pseudogene	CBX3P4
12	gene	2904119	2914576	+	ENSG00000004478.5	ENSG00000004478.5	protein_coding	FKBP4
12	gene	12202778	12364018	+	ENSG00000121380.8	ENSG00000121380.8	protein_coding	BCL2L14
12	gene	12264097	12264423	+	ENSG00000198134.2	ENSG00000198134.2	pseudogene	RP11-267J23.4
12	gene	12268959	12419946	-	ENSG00000070018.4	ENSG00000070018.4	protein_coding	LRP6
12	gene	12308196	12308706	+	ENSG00000242405.2	ENSG00000242405.2	pseudogene	RP11-267J23.1
12	gene	12379608	12379711	+	ENSG00000199551.1	ENSG00000199551.1	snRNA	RNU6-545P
12	gene	12401925	12402361	+	ENSG00000270857.1	ENSG00000270857.1	pseudogene	RP11-757G14.3
12	gene	12442161	12442263	-	ENSG00000207010.1	ENSG00000207010.1	snRNA	RNU6-1295P
12	gene	12482198	12503475	-	ENSG00000111261.9	ENSG00000111261.9	protein_coding	MANSC1
12	gene	12491710	12492188	+	ENSG00000243141.2	ENSG00000243141.2	pseudogene	RP11-757G14.1
12	gene	12508342	12510001	-	ENSG00000205791.2	ENSG00000205791.2	protein_coding	LOH12CR2
12	gene	12510013	12619840	+	ENSG00000165714.6	ENSG00000165714.6	protein_coding	LOH12CR1
12	gene	75956982	76377795	-	ENSG00000258077.2	ENSG00000258077.2	lincRNA	RP11-114H23.1
12	gene	76082574	76082876	-	ENSG00000258245.1	ENSG00000258245.1	pseudogene	RP11-114H23.3
12	gene	76082932	76083084	-	ENSG00000251893.2	ENSG00000251893.2	snoRNA	SNORA70
12	gene	76087790	76092596	-	ENSG00000258088.1	ENSG00000258088.1	lincRNA	RP11-114H23.2
12	gene	76118233	76118321	-	ENSG00000264062.1	ENSG00000264062.1	miRNA	AC131012.1
12	gene	76319993	76320247	+	ENSG00000258091.1	ENSG00000258091.1	pseudogene	RP11-290L1.6
12	gene	76351614	76351910	-	ENSG00000243420.2	ENSG00000243420.2	misc_RNA	RN7SL734P
12	gene	76357812	76358780	+	ENSG00000198923.3	ENSG00000198923.3	pseudogene	RP11-290L1.7
12	gene	76358220	76360842	+	ENSG00000257329.1	ENSG00000257329.1	lincRNA	RP11-290L1.5
12	gene	76419227	76427712	-	ENSG00000139289.9	ENSG00000139289.9	protein_coding	PHLDA1
12	gene	76424274	76425158	+	ENSG00000257453.1	ENSG00000257453.1	antisense	RP11-290L1.3
12	gene	76426438	76427677	+	ENSG00000257839.1	ENSG00000257839.1	processed_transcript	RP11-290L1.2
12	gene	76438670	76478813	-	ENSG00000187109.9	ENSG00000187109.9	protein_coding	NAP1L1
12	gene	76451318	76451895	+	ENSG00000257941.1	ENSG00000257941.1	pseudogene	RP11-290L1.4
12	gene	76509491	76509880	+	ENSG00000258304.1	ENSG00000258304.1	pseudogene	RP11-453D16.1
12	gene	90674671	90694117	+	ENSG00000258183.1	ENSG00000258183.1	lincRNA	RP11-753N8.1
12	gene	91011536	91016599	-	ENSG00000257995.1	ENSG00000257995.1	lincRNA	RP11-632B21.1
12	gene	91203053	91204457	+	ENSG00000257787.1	ENSG00000257787.1	lincRNA	RP11-20L19.1
12	gene	91299399	91348953	-	ENSG00000197651.3	ENSG00000197651.3	protein_coding	CCER1
12	gene	91311800	91342446	+	ENSG00000196243.5	ENSG00000196243.5	lincRNA	LINC00615
12	gene	91357456	91398803	-	ENSG00000083782.3	ENSG00000083782.3	protein_coding	EPYC
12	gene	91444268	91451760	-	ENSG00000139330.5	ENSG00000139330.5	protein_coding	KERA
12	gene	91496406	91505608	-	ENSG00000139329.4	ENSG00000139329.4	protein_coding	LUM
12	gene	91539025	91576900	-	ENSG00000011465.12	ENSG00000011465.12	protein_coding	DCN
12	gene	91587486	91587719	+	ENSG00000258148.2	ENSG00000258148.2	pseudogene	AC007115.3
12	gene	92073908	92074650	+	ENSG00000258125.1	ENSG00000258125.1	lincRNA	RP11-1041F24.1
12	gene	92264898	92265006	-	ENSG00000258224.1	ENSG00000258224.1	pseudogene	RP11-587P21.1
12	gene	92271167	92274431	+	ENSG00000257893.2	ENSG00000257893.2	lincRNA	RP11-587P21.2
12	gene	92295234	92299963	+	ENSG00000257863.1	ENSG00000257863.1	lincRNA	RP11-587P21.3
12	gene	92378756	92536690	-	ENSG00000257242.2	ENSG00000257242.2	protein_coding	C12orf79
12	gene	92536286	92539673	-	ENSG00000133639.3	ENSG00000133639.3	protein_coding	BTG1
12	gene	92539349	92583436	+	ENSG00000245904.2	ENSG00000245904.2	antisense	RP11-796E2.4
12	gene	92562176	92562653	+	ENSG00000239201.1	ENSG00000239201.1	pseudogene	RPL21P106
12	gene	92564129	92564229	-	ENSG00000199895.1	ENSG00000199895.1	misc_RNA	Y_RNA
12	gene	92813870	92821924	-	ENSG00000205057.3	ENSG00000205057.3	protein_coding	CLLU1OS
12	gene	92815307	92877456	+	ENSG00000266923.1	ENSG00000266923.1	antisense	RP11-693J15.4
12	gene	92815307	92824778	+	ENSG00000257127.2	ENSG00000257127.2	protein_coding	CLLU1
12	gene	95861173	95861637	-	ENSG00000241556.1	ENSG00000241556.1	pseudogene	RP11-490G8.1
12	gene	95867296	95909615	+	ENSG00000111142.9	ENSG00000111142.9	protein_coding	METAP2
12	gene	95910336	95945266	-	ENSG00000136014.7	ENSG00000136014.7	protein_coding	USP44
12	gene	96011465	96011562	+	ENSG00000212448.1	ENSG00000212448.1	misc_RNA	Y_RNA
